modelID,RMSD,lddt,pcons,proq4,dan,seqlength,tmalign
DP01971r001_5,2.45,0.6329,0.898,0.589,0.41,181,0.84875
DP01870r001_2,2.06,0.7506,0.965,0.447,0.463,81,0.849
DP01870r001_3,2.06,0.7546,0.965,0.427,0.507,81,0.85002
DP01971r001_4,2.44,0.6431,0.92,0.594,0.446,181,0.8509
DP01361r002_3,1.48,0.7799,0.951,0.529,0.344,96,0.85217
DP00591r001_5,2.94,0.6192,0.568,0.513,0.263,701,0.85985
DP00877r001_5,1.1,0.8648,0.981,0.245,0.548,64,0.86487
DP00138r010_5,0.2,0.2268,0,0.286,0.378,77,0.86942
DP00877r001_3,0.89,0.8671,0.976,0.257,0.564,64,0.87529
DP00672r001_4,1.28,0.5048,0.996,0.454,0.615,61,0.87797
DP00877r001_1,1.11,0.8582,0.985,0.257,0.624,64,0.87896
DP00877r001_4,1.11,0.8587,0.985,0.255,0.618,64,0.87923
DP00672r001_3,1.23,0.5066,0.99,0.458,0.526,61,0.87933
DP00672r001_5,1.26,0.504,0.996,0.447,0.612,61,0.87987
DP00672r001_2,1.25,0.5065,0.996,0.447,0.596,61,0.8807
DP00138r010_2,0.19,0.2195,0,0.33,0.355,77,0.88136
DP00672r001_1,1.26,0.5104,0.996,0.448,0.593,61,0.8833
DP00138r010_1,0.18,0.2224,0,0.286,0.375,77,0.88949
DP00138r010_4,0.18,0.2315,0,0.303,0.388,77,0.89057
DP00138r010_3,0.17,0.2315,0,0.302,0.351,77,0.89802
DP00205r001_1,1.93,0.759,0.977,0.499,0.572,117,0.91113
DP00205r001_3,1.97,0.7647,0.974,0.531,0.574,117,0.91141
DP00205r001_4,1.97,0.7705,0.977,0.547,0.608,117,0.91152
DP00205r001_5,1.63,0.768,0.971,0.537,0.582,117,0.92167
DP00205r001_2,1.6,0.7699,0.969,0.533,0.574,117,0.92238
