modelID seqlen tmalign RMSD proq4 pcons qmean DAN
DP02478r001_1 199 0.14027 13.2 0.256 0.27399999999999997 0.34600000000000003 0.267
DP02478r001_2 199 0.14231 12.64 0.241 0.231 0.428 0.21600000000000005
DP02478r001_3 199 0.13155999999999998 11.82 0.258 0.221 0.308 0.261
DP02478r001_4 199 0.12542999999999999 13.17 0.282 0.257 0.273 0.29
DP02478r001_5 199 0.12682000000000002 14.67 0.28300000000000003 0.264 0.322 0.282
DP02481r001_1 142 0.11972000000000001 18.84 0.295 0.3 0.46799999999999997 0.245
DP02481r001_2 142 0.1215 19.71 0.299 0.376 0.4970000000000001 0.254
DP02481r001_3 142 0.11765 19.43 0.282 0.354 0.47600000000000003 0.26
DP02481r001_4 142 0.13314 21.38 0.28600000000000003 0.171 0.46299999999999997 0.246
DP02481r001_5 142 0.12333 19.15 0.322 0.327 0.502 0.265
DP02481r002_1 751 0.1741 29.4 0.377 0.38 0.512 0.183
DP02481r002_2 751 0.17264000000000002 25.47 0.362 0.36200000000000004 0.22399999999999998 0.142
DP02481r002_3 751 0.1783 28.26 0.384 0.377 0.49 0.184
DP02481r002_4 751 0.17274 30.25 0.391 0.37799999999999995 0.488 0.198
DP02481r002_5 751 0.1709 27.38 0.413 0.376 0.44299999999999995 0.202
DP02483r001_1 426 0.54023 12.44 0.612 0.7979999999999999 0.667 0.456
DP02483r001_2 426 0.5272 13.19 0.604 0.696 0.6409999999999999 0.478
DP02483r001_3 426 0.55178 12.66 0.604 0.8170000000000001 0.67 0.456
DP02483r001_4 426 0.54482 13.18 0.605 0.8 0.657 0.461
DP02483r001_5 426 0.5568 12.7 0.624 0.785 0.657 0.473
DP02484r001_1 244 0.67873 5.2 0.43 0.919 0.524 0.381
DP02484r001_2 244 0.69075 5.04 0.443 0.935 0.539 0.4320000000000001
DP02484r001_3 244 0.6811 5.23 0.446 0.9359999999999999 0.528 0.397
DP02484r001_4 244 0.6845600000000001 5.3 0.424 0.9259999999999999 0.522 0.404
DP02484r001_5 244 0.68528 5.11 0.4320000000000001 0.943 0.541 0.392
DP02486r001_1 204 0.67225 5.1 0.518 0.628 0.5329999999999999 0.392
DP02486r001_2 204 0.74033 3.79 0.552 0.537 0.536 0.391
DP02486r001_3 204 0.70553 4.85 0.547 0.654 0.525 0.354
DP02486r001_4 204 0.72359 4.42 0.525 0.636 0.521 0.354
DP02486r001_5 204 0.73568 3.66 0.529 0.498 0.54 0.371
DP02487r001_1 288 0.18161 3.77 0.366 0.0 0.363 0.252
DP02487r001_2 288 0.20346 3.46 0.311 0.0 0.358 0.25
DP02487r001_3 288 0.14342 3.48 0.35 0.0 0.47700000000000004 0.218
DP02487r001_4 288 0.20243 4.42 0.3720000000000001 0.0 0.491 0.214
DP02487r001_5 288 0.20052 3.74 0.316 0.0 0.34299999999999997 0.242
DP02487r002_1 206 0.11448 4.65 0.404 0.0 0.42100000000000004 0.328
DP02487r002_2 206 0.21084 4.57 0.406 0.0 0.41600000000000004 0.35600000000000004
DP02487r002_3 206 0.23273000000000002 4.55 0.399 0.0 0.37 0.334
DP02487r002_4 206 0.12694 4.72 0.377 0.0 0.40299999999999997 0.334
DP02487r002_5 206 0.14439000000000002 4.66 0.36 0.0 0.395 0.327
DP02488r001_1 233 0.28659 14.52 0.556 0.9179999999999999 0.39799999999999996 0.408
DP02488r001_2 233 0.28378000000000003 14.52 0.5479999999999999 0.92 0.37799999999999995 0.364
DP02488r001_3 233 0.28715 14.5 0.5589999999999999 0.914 0.397 0.388
DP02488r001_4 233 0.28556 14.49 0.5489999999999999 0.905 0.395 0.407
DP02488r001_5 233 0.28398 14.67 0.551 0.8909999999999999 0.392 0.411
DP02490r001_1 214 0.63465 6.01 0.534 0.877 0.517 0.399
DP02490r001_2 214 0.64071 5.98 0.5429999999999999 0.894 0.519 0.419
DP02490r001_3 214 0.63783 5.99 0.547 0.888 0.52 0.43
DP02490r001_4 214 0.63645 5.95 0.5660000000000001 0.877 0.526 0.438
DP02490r001_5 214 0.64103 5.96 0.551 0.868 0.519 0.429
DP02493r001_1 217 0.23196999999999998 17.83 0.368 0.201 0.331 0.212
DP02493r001_2 217 0.25719000000000003 19.39 0.453 0.259 0.365 0.245
DP02493r001_3 217 0.24996 19.19 0.498 0.239 0.32799999999999996 0.247
DP02493r001_4 217 0.23134000000000002 22.61 0.494 0.201 0.355 0.248
DP02493r001_5 217 0.26172 19.42 0.491 0.23399999999999999 0.363 0.257
DP02493r003_1 30 0.42503 11.88 0.199 0.9590000000000001 0.455 0.562
DP02493r003_2 30 0.40715 11.85 0.197 0.966 0.41200000000000003 0.5489999999999999
DP02493r003_3 30 0.4203 11.83 0.226 0.966 0.461 0.588
DP02493r003_4 30 0.40912 11.91 0.198 0.963 0.375 0.515
DP02493r003_5 30 0.42673 11.93 0.19 0.9670000000000001 0.462 0.5379999999999999
DP02495r001_1 218 0.17135 19.26 0.536 0.55 0.698 0.458
DP02495r001_2 218 0.17188 18.05 0.555 0.758 0.691 0.416
DP02495r001_3 218 0.17446 17.98 0.539 0.735 0.677 0.434
DP02495r001_4 218 0.17288 17.83 0.5589999999999999 0.733 0.687 0.468
DP02495r001_5 218 0.17326 18.16 0.534 0.725 0.674 0.4
DP02495r002_1 53 0.5042800000000001 12.39 0.394 0.956 0.747 0.56
DP02495r002_2 53 0.49732 12.32 0.333 0.953 0.703 0.512
DP02495r002_3 53 0.50985 12.44 0.375 0.927 0.664 0.544
DP02495r002_4 53 0.50557 12.4 0.398 0.9159999999999999 0.616 0.54
DP02495r002_5 53 0.50839 12.39 0.365 0.96 0.715 0.537
DP02496r001_1 220 0.41391000000000006 14.69 0.5770000000000001 0.809 0.621 0.522
DP02496r001_2 220 0.41288 16.73 0.573 0.81 0.644 0.552
DP02496r001_3 220 0.40758 17.94 0.5760000000000001 0.823 0.61 0.531
DP02496r001_4 220 0.41996000000000006 17.89 0.578 0.8109999999999999 0.606 0.51
DP02496r001_5 220 0.41921 16.07 0.574 0.8190000000000001 0.628 0.524
DP02497r001_1 226 0.32882 2.21 0.391 0.0 0.6283185841000001 0.36
DP02497r001_2 226 0.32266999999999996 2.21 0.373 0.0 0.6327433628 0.331
DP02497r001_3 226 0.10031 2.95 0.38 0.0 0.6504424779 0.324
DP02497r001_4 226 0.09103 3.69 0.384 0.0 0.6327433628 0.354
DP02497r001_5 226 0.34778000000000003 2.29 0.399 0.0 0.6061946903000001 0.338
DP02498r001_1 227 0.5948399999999999 5.04 0.444 0.711 0.478 0.4270000000000001
DP02498r001_2 227 0.60122 4.14 0.459 0.695 0.485 0.393
DP02498r001_3 227 0.58203 5.65 0.46 0.67 0.48100000000000004 0.384
DP02498r001_4 227 0.5809300000000001 5.68 0.445 0.6890000000000001 0.491 0.408
DP02498r001_5 227 0.5979800000000001 5.37 0.463 0.705 0.495 0.397
DP02501r001_1 232 0.11727 16.61 0.525 0.795 0.528 0.453
DP02501r001_2 232 0.11798 16.69 0.539 0.81 0.551 0.496
DP02501r001_3 232 0.11760999999999999 16.69 0.537 0.813 0.5489999999999999 0.459
DP02501r001_4 232 0.11754 16.73 0.526 0.818 0.522 0.476
DP02501r001_5 232 0.1171 16.61 0.535 0.8029999999999999 0.539 0.493
DP02502r001_1 238 0.29595 14.68 0.594 0.9309999999999999 0.585 0.494
DP02502r001_2 238 0.29515 14.71 0.5920000000000001 0.922 0.601 0.5429999999999999
DP02502r001_3 238 0.29293 14.71 0.5820000000000001 0.94 0.6 0.534
DP02502r001_4 238 0.29466 14.75 0.585 0.925 0.595 0.51
DP02502r001_5 238 0.29385 14.65 0.586 0.9329999999999999 0.604 0.4970000000000001
DP02503r001_1 250 0.54695 13.66 0.509 0.654 0.508 0.376
DP02503r001_2 250 0.54452 16.02 0.505 0.647 0.511 0.361
DP02503r001_3 250 0.57172 11.5 0.535 0.652 0.508 0.382
DP02503r001_4 250 0.57653 10.6 0.523 0.6459999999999999 0.515 0.423
DP02503r001_5 250 0.57048 13.5 0.513 0.66 0.525 0.404
DP02504r003_1 256 0.27533 16.63 0.308 0.467 0.534 0.361
DP02504r003_2 256 0.30062 17.96 0.328 0.38299999999999995 0.515 0.359
DP02504r003_3 256 0.26073 17.71 0.326 0.38799999999999996 0.513 0.343
DP02504r003_4 256 0.25236 21.41 0.29 0.26 0.488 0.325
DP02504r003_5 256 0.27710999999999997 16.62 0.308 0.486 0.5329999999999999 0.366
DP02505r001_1 262 0.24447 73.86 0.486 0.741 0.664 0.518
DP02505r001_2 262 0.23493000000000003 80.47 0.495 0.742 0.67 0.531
DP02505r001_3 262 0.22754000000000002 81.83 0.488 0.7490000000000001 0.645 0.485
DP02505r001_4 262 0.2246 77.49 0.487 0.716 0.68 0.472
DP02505r001_5 262 0.22448 74.91 0.491 0.735 0.6629999999999999 0.466
DP02506r001_1 235 0.15262 26.56 0.5489999999999999 0.466 0.595 0.494
DP02506r001_2 235 0.14970999999999998 25.66 0.555 0.461 0.61 0.505
DP02506r001_3 235 0.14243 26.89 0.545 0.45899999999999996 0.588 0.45
DP02506r001_4 235 0.16029000000000002 25.29 0.565 0.47 0.59 0.472
DP02506r001_5 235 0.14970999999999998 25.32 0.537 0.441 0.557 0.458
DP02507r001_1 283 0.51223 10.01 0.509 0.5579999999999999 0.384 0.281
DP02507r001_2 283 0.5068600000000001 10.8 0.496 0.597 0.395 0.29100000000000004
DP02507r001_3 283 0.53593 9.82 0.505 0.602 0.413 0.289
DP02507r001_4 283 0.52932 10.37 0.488 0.605 0.414 0.285
DP02507r001_5 283 0.52399 10.45 0.505 0.5920000000000001 0.408 0.306
DP02508r001_1 282 0.16245 22.74 0.35200000000000004 0.316 0.446 0.321
DP02508r001_2 282 0.18118 27.84 0.34700000000000003 0.321 0.44799999999999995 0.326
DP02508r001_3 282 0.16793 23.57 0.371 0.318 0.455 0.335
DP02508r001_4 282 0.17169 23.1 0.35200000000000004 0.32299999999999995 0.423 0.322
DP02508r001_5 282 0.16373 24.02 0.33 0.321 0.38299999999999995 0.327
DP02510r001_1 254 0.60636 13.74 0.563 0.861 0.596 0.423
DP02510r001_2 254 0.6142 13.43 0.56 0.8370000000000001 0.598 0.418
DP02510r001_3 254 0.60393 13.59 0.575 0.8590000000000001 0.5920000000000001 0.463
DP02510r001_4 254 0.61138 13.75 0.5670000000000001 0.8640000000000001 0.5920000000000001 0.441
DP02510r001_5 254 0.6029 13.8 0.578 0.853 0.597 0.425
DP02513r001_1 1408 0.14102 21.74 0.31 0.084 0.043 0.076
DP02513r001_2 1408 0.19053 18.5 0.324 0.122 0.05 0.101
DP02513r001_3 1408 0.15828 26.92 0.353 0.12 0.065 0.1
DP02513r001_4 1408 0.16226 23.49 0.366 0.136 0.102 0.14
DP02513r001_5 1408 0.19742 20.1 0.312 0.128 0.057 0.08900000000000001
DP02515r001_1 338 0.11177999999999999 27.83 0.527 0.74 0.484 0.424
DP02515r001_2 338 0.11067 27.82 0.52 0.723 0.48100000000000004 0.444
DP02515r001_3 338 0.11074 30.26 0.541 0.742 0.491 0.41
DP02515r001_4 338 0.11085 30.85 0.5429999999999999 0.742 0.486 0.454
DP02515r001_5 338 0.114 26.16 0.5429999999999999 0.7559999999999999 0.525 0.4370000000000001
DP02516r001_1 236 0.7736 2.9 0.501 0.976 0.5589999999999999 0.453
DP02516r001_2 236 0.77428 2.9 0.513 0.956 0.5770000000000001 0.431
DP02516r001_3 236 0.77274 2.9 0.507 0.9690000000000001 0.542 0.442
DP02516r001_4 236 0.775 2.88 0.511 0.9640000000000001 0.552 0.446
DP02516r001_5 236 0.77315 2.9 0.503 0.971 0.5579999999999999 0.47
DP02518r001_1 224 0.67855 12.41 0.463 0.743 0.61 0.4920000000000001
DP02518r001_2 224 0.68607 9.81 0.468 0.747 0.64 0.472
DP02518r001_3 224 0.67593 11.49 0.458 0.735 0.609 0.516
DP02518r001_4 224 0.68774 9.49 0.474 0.7390000000000001 0.638 0.52
DP02518r001_5 224 0.6764399999999999 7.85 0.481 0.737 0.624 0.448
DP02519r001_1 301 0.12854000000000002 15.56 0.557 0.745 0.6212624585000001 0.444
DP02519r001_2 301 0.13201 15.88 0.5670000000000001 0.754 0.6179401993 0.442
DP02519r001_3 301 0.12964 15.7 0.568 0.768 0.6212624585000001 0.442
DP02519r001_4 301 0.13238 15.32 0.56 0.691 0.6445182724 0.46
DP02519r001_5 301 0.13876 15.95 0.5579999999999999 0.742 0.6212624585000001 0.416
DP02521r009_1 86 0.41891999999999996 6.61 0.374 0.956 0.627 0.5
DP02521r009_2 86 0.41991999999999996 6.55 0.369 0.972 0.618 0.466
DP02521r009_3 86 0.42122 6.55 0.373 0.9670000000000001 0.624 0.46
DP02521r009_4 86 0.42136 6.62 0.374 0.96 0.621 0.471
DP02521r009_5 86 0.41743 6.67 0.366 0.9690000000000001 0.629 0.4970000000000001
DP02523r003_1 485 0.32124 18.01 0.368 0.359 0.4920000000000001 0.262
DP02523r003_2 485 0.32519000000000003 20.08 0.376 0.397 0.478 0.257
DP02523r003_3 485 0.32413000000000003 17.95 0.355 0.418 0.51 0.196
DP02523r003_4 485 0.32185 18.68 0.369 0.365 0.483 0.227
DP02523r003_5 485 0.3276 18.08 0.375 0.451 0.489 0.235
DP02524r002_1 278 0.05972 1.85 0.525 0.48 0.521 0.39
DP02524r002_2 278 0.05971 1.84 0.54 0.7 0.519 0.422
DP02524r002_3 278 0.051629999999999995 3.49 0.517 0.695 0.504 0.421
DP02524r002_4 278 0.05973 1.83 0.515 0.7070000000000001 0.508 0.43
DP02524r002_5 278 0.05973 1.86 0.525 0.701 0.503 0.4270000000000001
DP02528r001_1 310 0.43227 12.24 0.59 0.866 0.5760000000000001 0.441
DP02528r001_2 310 0.43198000000000003 12.53 0.5770000000000001 0.847 0.578 0.443
DP02528r001_3 310 0.42807 12.47 0.5760000000000001 0.875 0.562 0.384
DP02528r001_4 310 0.43317 12.41 0.5870000000000001 0.877 0.575 0.422
DP02528r001_5 310 0.43081 12.15 0.58 0.8540000000000001 0.5770000000000001 0.448
DP02530r002_1 788 0.55815 10.35 0.442 0.442 0.6192893401 0.208
DP02530r002_2 788 0.58649 9.0 0.446 0.46299999999999997 0.6459390863000001 0.214
DP02530r002_3 788 0.63446 7.38 0.382 0.406 0.6281725888 0.204
DP02530r002_4 788 0.6218100000000001 7.7 0.458 0.452 0.6078680203 0.228
DP02530r002_5 788 0.52942 19.83 0.448 0.413 0.6294416244000001 0.199
DP02536r001_1 275 0.2154 14.58 0.434 0.701 0.54 0.327
DP02536r001_2 275 0.2192 14.54 0.423 0.7340000000000001 0.542 0.33
DP02536r001_3 275 0.2212 14.36 0.441 0.672 0.54 0.308
DP02536r001_4 275 0.21986999999999998 14.73 0.424 0.7170000000000001 0.535 0.36
DP02536r001_5 275 0.22298 14.19 0.415 0.501 0.518 0.309
DP02536r002_1 33 0.56988 2.51 0.28300000000000003 0.9790000000000001 0.575 0.602
DP02536r002_2 33 0.57439 2.34 0.307 0.973 0.57 0.608
DP02536r002_3 33 0.5663199999999999 2.42 0.332 0.9790000000000001 0.605 0.628
DP02536r002_4 33 0.56996 2.38 0.327 0.98 0.597 0.616
DP02536r002_5 33 0.57112 2.43 0.304 0.978 0.544 0.58
DP02772r028_1 223 0.39679000000000003 10.21 0.392 0.278 0.306 0.255
DP02772r028_2 223 0.28623000000000004 14.28 0.36 0.344 0.294 0.249
DP02772r028_3 223 0.35773 13.32 0.34 0.365 0.324 0.249
DP02772r028_4 223 0.33747 12.43 0.401 0.29100000000000004 0.308 0.249
DP02772r028_5 223 0.27876999999999996 14.09 0.35700000000000004 0.349 0.295 0.242
DP02879r007_1 260 0.21179 22.8 0.353 0.298 0.264 0.22
DP02879r007_2 260 0.26761999999999997 20.5 0.4 0.18899999999999997 0.257 0.225
DP02879r007_3 260 0.23285 20.85 0.401 0.188 0.27 0.224
DP02879r007_4 260 0.21716999999999997 22.6 0.384 0.276 0.24 0.224
DP02879r007_5 260 0.23818000000000003 22.18 0.389 0.263 0.282 0.24
DP02879r009_1 138 0.1971 13.15 0.35100000000000003 0.879 0.488 0.306
DP02879r009_2 138 0.19914 13.16 0.331 0.851 0.488 0.324
DP02879r009_3 138 0.19725 13.04 0.34600000000000003 0.873 0.513 0.322
DP02879r009_4 138 0.19887 13.14 0.331 0.8320000000000001 0.444 0.301
DP02879r009_5 138 0.19735 12.97 0.35600000000000004 0.82 0.499 0.292
